dataset,video_name,acc,IOU
fake_DF,050_059.csv,0.9867924528301887,0.9739292364990689
fake_DF,051_332.csv,0.99860529986053,0.9972144846796658
fake_DF,058_039.csv,0.9581464872944694,0.9196556671449068
fake_DF,060_088.csv,0.9940758293838863,0.9882214369846879
fake_DF,075_977.csv,0.9951060358890701,0.9902597402597403
fake_DF,086_090.csv,0.9679144385026738,0.9378238341968912
fake_DF,090_086.csv,0.9985443959243085,0.997093023255814
fake_DF,101_096.csv,0.9982578397212544,0.9965217391304347
fake_DF,119_123.csv,0.9840637450199203,0.9686274509803922
fake_DF,123_119.csv,0.9961089494163424,0.9922480620155039
fake_DF,128_896.csv,0.9768707482993197,0.9547872340425532
fake_DF,146_256.csv,0.9990029910269193,0.99800796812749
fake_DF,171_173.csv,0.9907578558225508,0.9816849816849816
fake_DF,173_171.csv,0.9986130374479889,0.997229916897507
fake_DF,178_598.csv,0.9846449136276392,0.9697542533081286
fake_DF,187_234.csv,0.9918864097363083,0.9839034205231388
fake_DF,189_200.csv,0.99609375,0.9922178988326849
fake_DF,206_221.csv,0.9677871148459384,0.937584803256445
fake_DF,217_117.csv,0.7592592592592593,0.6119402985074627
fake_DF,221_206.csv,0.9665738161559888,0.9353099730458221
fake_DF,233_995.csv,0.6459259259259259,0.47702407002188185
fake_DF,234_187.csv,0.9962121212121212,0.9924528301886792
fake_DF,237_236.csv,0.9960369881109643,0.9921052631578947
fake_DF,238_282.csv,0.9726688102893891,0.94679186228482
fake_DF,250_461.csv,1.0,1.0
fake_DF,257_420.csv,0.9698558322411533,0.9414758269720102
fake_DF,280_249.csv,0.9966996699669967,0.993421052631579
fake_DF,282_238.csv,0.9915824915824916,0.9833055091819699
fake_DF,289_228.csv,0.9932998324958124,0.9866888519134775
fake_DF,298_279.csv,0.9437609841827768,0.8935108153078203
fake_DF,304_300.csv,0.9606557377049181,0.9242902208201893
fake_DF,321_288.csv,1.0,1.0
fake_DF,332_051.csv,0.9971223021582734,0.994261119081779
fake_DF,338_336.csv,0.9977502812148481,0.9955106621773289
fake_DF,346_351.csv,0.9983739837398374,0.9967532467532467
fake_DF,356_324.csv,0.996415770609319,0.9928571428571429
fake_DF,367_371.csv,0.9352850539291218,0.8784370477568741
fake_DF,368_378.csv,0.9947437582128777,0.9895424836601308
fake_DF,376_381.csv,0.9980582524271845,0.9961240310077519
fake_DF,381_376.csv,0.9965397923875432,0.993103448275862
fake_DF,391_406.csv,0.9762340036563071,0.9535714285714286
fake_DF,398_457.csv,0.9914089347079038,0.9829642248722317
fake_DF,405_393.csv,0.9849340866290018,0.9703153988868275
fake_DF,407_374.csv,0.9940476190476191,0.9881656804733728
fake_DF,420_257.csv,0.9982238010657194,0.9964539007092199
fake_DF,436_526.csv,0.9903474903474904,0.9808795411089866
fake_DF,450_533.csv,0.9909560723514211,0.9820742637644047
fake_DF,468_470.csv,0.9932998324958124,0.9866888519134775
fake_DF,478_506.csv,0.9973297730307076,0.9946737683089214
fake_DF,494_445.csv,0.9850374064837906,0.9705159705159705
fake_DF,495_512.csv,0.9982547993019197,0.9965156794425087
fake_DF,497_403.csv,0.9967793880837359,0.9935794542536116
fake_DF,503_756.csv,0.9985163204747775,0.997037037037037
fake_DF,506_478.csv,0.9775449101796407,0.9560761346998536
fake_DF,512_495.csv,0.9973333333333333,0.9946808510638298
fake_DF,515_519.csv,1.0,1.0
fake_DF,519_515.csv,0.9946737683089214,0.9894039735099338
fake_DF,525_509.csv,0.9980657640232108,0.9961389961389961
fake_DF,526_436.csv,0.9988066825775657,0.9976162097735399
fake_DF,533_450.csv,0.9982078853046595,0.9964221824686941
fake_DF,535_587.csv,0.9985007496251874,0.9970059880239521
fake_DF,536_540.csv,0.9933665008291874,0.9868204283360791
fake_DF,540_536.csv,0.955067920585162,0.914
fake_DF,587_535.csv,0.9936102236421726,0.9873015873015873
fake_DF,591_605.csv,0.9981515711645101,0.996309963099631
fake_DF,605_591.csv,0.9984939759036144,0.9969924812030075
fake_DF,616_614.csv,0.9728506787330317,0.947136563876652
fake_DF,635_642.csv,0.9986910994764397,0.9973856209150327
fake_DF,639_841.csv,0.9984894259818731,0.9969834087481146
fake_DF,642_635.csv,0.9860383944153578,0.9724612736660929
fake_DF,645_688.csv,0.9963898916967509,0.9928057553956835
fake_DF,672_720.csv,0.9907578558225508,0.9816849816849816
fake_DF,699_734.csv,0.9751908396946565,0.9515828677839852
fake_DF,712_716.csv,0.9981818181818182,0.9963702359346642
fake_DF,715_721.csv,0.9976635514018691,0.9953379953379954
fake_DF,716_712.csv,0.9984076433121019,0.9968203497615262
fake_DF,720_672.csv,0.9964539007092199,0.9929328621908127
fake_DF,721_715.csv,0.9810671256454389,0.9628378378378378
fake_DF,724_725.csv,0.9916666666666667,0.9834710743801653
fake_DF,725_724.csv,0.9985693848354793,0.9971428571428571
fake_DF,727_729.csv,0.9963898916967509,0.9928057553956835
fake_DF,729_727.csv,0.9937106918238994,0.9875
fake_DF,734_699.csv,0.9690346083788707,0.9399293286219081
fake_DF,742_775.csv,0.9839486356340289,0.9684044233807267
fake_DF,749_659.csv,0.9668109668109668,0.9357541899441341
fake_DF,775_742.csv,0.9964221824686941,0.9928698752228164
fake_DF,782_787.csv,0.9964028776978417,0.992831541218638
fake_DF,808_829.csv,0.9748822605965463,0.9509954058192955
fake_DF,819_786.csv,0.9956850053937433,0.99140708915145
fake_DF,841_639.csv,0.9980732177263969,0.9961538461538462
fake_DF,853_863.csv,1.0,1.0
fake_DF,856_881.csv,0.99909338168631,0.9981884057971014
fake_DF,857_909.csv,0.9953125,0.9906687402799378
fake_DF,866_878.csv,0.9901768172888016,0.980544747081712
fake_DF,877_886.csv,0.9982456140350877,0.9964973730297724
fake_DF,879_963.csv,0.99880810488677,0.9976190476190476
fake_DF,912_927.csv,0.8717156105100463,0.7726027397260274
fake_DF,923_023.csv,0.9966777408637874,0.9933774834437086
fake_DF,927_912.csv,0.9971305595408895,0.994277539341917
fake_DF,935_733.csv,0.9962962962962963,0.992619926199262
fake_FSh,050_059.csv,0.9867924528301887,0.9739292364990689
fake_FSh,051_332.csv,0.99860529986053,0.9972144846796658
fake_FSh,058_039.csv,0.9581464872944694,0.9196556671449068
fake_FSh,060_088.csv,0.9940758293838863,0.9882214369846879
fake_FSh,075_977.csv,0.9951060358890701,0.9902597402597403
fake_FSh,086_090.csv,0.9679144385026738,0.9378238341968912
fake_FSh,090_086.csv,0.9985443959243085,0.997093023255814
fake_FSh,101_096.csv,0.9982578397212544,0.9965217391304347
fake_FSh,119_123.csv,0.9840637450199203,0.9686274509803922
fake_FSh,123_119.csv,0.9961089494163424,0.9922480620155039
fake_FSh,128_896.csv,0.9687074829931973,0.9393139841688655
fake_FSh,146_256.csv,0.9990029910269193,0.99800796812749
fake_FSh,171_173.csv,0.9907578558225508,0.9816849816849816
fake_FSh,173_171.csv,0.9986130374479889,0.997229916897507
fake_FSh,178_598.csv,0.9846449136276392,0.9697542533081286
fake_FSh,187_234.csv,0.9918864097363083,0.9839034205231388
fake_FSh,189_200.csv,0.99609375,0.9922178988326849
fake_FSh,206_221.csv,0.9677871148459384,0.937584803256445
fake_FSh,217_117.csv,0.7592592592592593,0.6119402985074627
fake_FSh,221_206.csv,0.9665738161559888,0.9353099730458221
fake_FSh,233_995.csv,0.6148148148148148,0.44385026737967914
fake_FSh,234_187.csv,0.9962121212121212,0.9924528301886792
fake_FSh,237_236.csv,0.9960369881109643,0.9921052631578947
fake_FSh,238_282.csv,0.9726688102893891,0.94679186228482
fake_FSh,250_461.csv,1.0,1.0
fake_FSh,257_420.csv,0.9698558322411533,0.9414758269720102
fake_FSh,280_249.csv,0.9966996699669967,0.993421052631579
fake_FSh,282_238.csv,0.9915824915824916,0.9833055091819699
fake_FSh,289_228.csv,0.9932998324958124,0.9866888519134775
fake_FSh,298_279.csv,0.9437609841827768,0.8935108153078203
fake_FSh,304_300.csv,0.9606557377049181,0.9242902208201893
fake_FSh,321_288.csv,1.0,1.0
fake_FSh,332_051.csv,0.9971223021582734,0.994261119081779
fake_FSh,338_336.csv,0.9977502812148481,0.9955106621773289
