dataset,video_name,acc,IOU
fake_DF,050_059.csv,0.9792452830188679,0.9593345656192237
fake_DF,051_332.csv,1.0,1.0
fake_DF,058_039.csv,0.9446935724962631,0.8951841359773371
fake_DF,060_088.csv,0.976303317535545,0.9537037037037037
fake_DF,075_977.csv,0.9918433931484503,0.9838187702265372
fake_DF,086_090.csv,0.9679144385026738,0.9378238341968912
fake_DF,090_086.csv,1.0,1.0
fake_DF,101_096.csv,1.0,1.0
fake_DF,119_123.csv,0.9820717131474104,0.9647749510763209
fake_DF,123_119.csv,0.9941634241245136,0.988394584139265
fake_DF,128_896.csv,0.9551020408163265,0.9140625
fake_DF,146_256.csv,0.9990029910269193,0.99800796812749
fake_DF,171_173.csv,0.9926062846580407,0.9853211009174312
fake_DF,173_171.csv,1.0,1.0
fake_DF,178_598.csv,0.9539347408829175,0.9119266055045872
fake_DF,187_234.csv,0.9888438133874239,0.9779338014042126
fake_DF,189_200.csv,0.99609375,0.9922178988326849
fake_DF,206_221.csv,0.9537815126050421,0.9116465863453815
fake_DF,217_117.csv,0.7606837606837606,0.6137931034482759
fake_DF,221_206.csv,0.9693593314763231,0.9405405405405406
fake_DF,233_995.csv,0.6296296296296297,0.4594594594594595
fake_DF,234_187.csv,1.0,1.0
fake_DF,237_236.csv,0.9920739762219286,0.9842726081258192
fake_DF,238_282.csv,0.9710610932475884,0.94375
fake_DF,250_461.csv,0.9946808510638298,0.9894179894179894
fake_DF,257_420.csv,0.9606815203145478,0.9243379571248423
fake_DF,280_249.csv,0.9917491749174917,0.983633387888707
fake_DF,282_238.csv,0.9915824915824916,0.9833055091819699
fake_DF,289_228.csv,0.9849246231155779,0.9702970297029703
fake_DF,298_279.csv,0.9226713532513181,0.8564437194127243
fake_DF,304_300.csv,0.9672131147540983,0.9365079365079365
fake_DF,321_288.csv,0.9982363315696648,0.9964788732394366
fake_DF,332_051.csv,0.9985611510791367,0.9971264367816092
fake_DF,338_336.csv,0.9988751406074241,0.9977528089887641
fake_DF,346_351.csv,0.9967479674796748,0.993517017828201
fake_DF,356_324.csv,0.996415770609319,0.9928571428571429
fake_DF,367_371.csv,0.9152542372881356,0.84375
fake_DF,368_378.csv,0.9908015768725361,0.9817708333333334
fake_DF,376_381.csv,0.9922330097087378,0.9845857418111753
fake_DF,381_376.csv,0.9948096885813149,0.9896729776247849
fake_DF,391_406.csv,0.9780621572212066,0.9570661896243292
fake_DF,398_457.csv,0.9965635738831615,0.9931506849315068
fake_DF,405_393.csv,0.9774011299435028,0.9558011049723757
fake_DF,407_374.csv,0.9920634920634921,0.984251968503937
fake_DF,420_257.csv,0.9920071047957372,0.9841409691629956
fake_DF,436_526.csv,0.9845559845559846,0.9695817490494296
fake_DF,450_533.csv,0.9909560723514211,0.9820742637644047
fake_DF,468_470.csv,0.9949748743718593,0.99
fake_DF,478_506.csv,0.9906542056074766,0.9814814814814815
fake_DF,494_445.csv,0.9738154613466334,0.9489671931956257
fake_DF,495_512.csv,0.9965095986038395,0.9930434782608696
fake_DF,497_403.csv,0.998389694041868,0.9967845659163987
fake_DF,503_756.csv,0.9985163204747775,0.997037037037037
fake_DF,506_478.csv,0.9700598802395209,0.9418604651162791
fake_DF,512_495.csv,0.996,0.9920318725099602
fake_DF,515_519.csv,0.9986945169712794,0.9973924380704041
fake_DF,519_515.csv,0.9906790945406125,0.9815303430079155
fake_DF,525_509.csv,0.9787234042553191,0.9583333333333334
fake_DF,526_436.csv,0.9988066825775657,0.9976162097735399
fake_DF,533_450.csv,0.9910394265232975,0.9822380106571936
fake_DF,535_587.csv,0.9850074962518741,0.9704579025110783
fake_DF,536_540.csv,0.9917081260364843,0.9835526315789473
fake_DF,540_536.csv,0.9299895506792059,0.869140625
fake_DF,587_535.csv,0.9856230031948882,0.9716535433070866
fake_DF,591_605.csv,1.0,1.0
fake_DF,605_591.csv,0.9984939759036144,0.9969924812030075
fake_DF,616_614.csv,0.9607843137254902,0.9245283018867925
fake_DF,635_642.csv,0.993455497382199,0.9869960988296489
fake_DF,639_841.csv,0.9984894259818731,0.9969834087481146
fake_DF,642_635.csv,0.9738219895287958,0.9489795918367347
fake_DF,645_688.csv,0.9981949458483754,0.9963963963963964
fake_DF,672_720.csv,0.9833641404805915,0.9672727272727273
fake_DF,699_734.csv,0.9637404580152672,0.9300184162062615
fake_DF,712_716.csv,1.0,1.0
fake_DF,715_721.csv,0.9964953271028038,0.9930151338766007
fake_DF,716_712.csv,1.0,1.0
fake_DF,720_672.csv,0.9946808510638298,0.9894179894179894
fake_DF,721_715.csv,0.9759036144578314,0.9529411764705882
fake_DF,724_725.csv,0.99,0.9801980198019802
fake_DF,725_724.csv,1.0,1.0
fake_DF,727_729.csv,0.9927797833935018,0.985663082437276
fake_DF,729_727.csv,0.9811320754716981,0.9629629629629629
fake_DF,734_699.csv,0.9635701275045537,0.929701230228471
fake_DF,742_775.csv,0.9678972712680578,0.937791601866252
fake_DF,749_659.csv,0.937950937950938,0.8831521739130435
fake_DF,775_742.csv,1.0,1.0
fake_DF,782_787.csv,0.9946043165467626,0.9892665474060823
fake_DF,808_829.csv,0.9701726844583988,0.9420731707317073
fake_DF,819_786.csv,0.9935275080906149,0.9871382636655949
fake_DF,841_639.csv,1.0,1.0
fake_DF,853_863.csv,0.9918831168831169,0.9838969404186796
fake_DF,856_881.csv,0.99909338168631,0.9981884057971014
fake_DF,857_909.csv,0.9921875,0.9844961240310077
fake_DF,866_878.csv,0.9744597249508841,0.9501915708812261
fake_DF,877_886.csv,1.0,1.0
fake_DF,879_963.csv,0.9940405244338498,0.9881516587677726
fake_DF,912_927.csv,0.8423493044822257,0.7276368491321762
fake_DF,923_023.csv,1.0,1.0
fake_DF,927_912.csv,1.0,1.0
